"","go_id","pval","padj","description","full_go","cluster"
"836","GO:0019318",7.65045190382861e-07,0.000337172416405958,"hexose metabolic process","GO:0019318 hexose metabolic process",2
"837","GO:0006120",1.83689251218323e-06,0.000787679367521599,"mitochondrial electron transport, NADH to ubiquinone","GO:0006120 mitochondrial electron transport, NADH to ubiquinone",2
"838","GO:0044255",2.13088543226592e-06,0.00088970074390345,"cellular lipid metabolic process","GO:0044255 cellular lipid metabolic process",2
"839","GO:0005996",4.28092937482551e-06,0.00169803063652454,"monosaccharide metabolic process","GO:0005996 monosaccharide metabolic process",2
"840","GO:0006754",4.22081588837936e-06,0.00169803063652454,"ATP biosynthetic process","GO:0006754 ATP biosynthetic process",2
"841","GO:0009206",5.34074602197741e-06,0.00206673844840716,"purine ribonucleoside triphosphate biosynthetic process","GO:0009206 purine ribonucleoside triphosphate biosynthetic process",2
"842","GO:0009056",5.79294585439866e-06,0.00218835426014022,"catabolic process","GO:0009056 catabolic process",2
"843","GO:0009145",7.21586405511529e-06,0.00266248602554556,"purine nucleoside triphosphate biosynthetic process","GO:0009145 purine nucleoside triphosphate biosynthetic process",2
"844","GO:0007399",7.62471597999694e-06,0.00274940326678708,"nervous system development","GO:0007399 nervous system development",2
"845","GO:0006796",9.35895325415967e-06,0.00329975894067772,"phosphate-containing compound metabolic process","GO:0006796 phosphate-containing compound metabolic process",2
"846","GO:0032787",1.02266029814962e-05,0.0035272887587917,"monocarboxylic acid metabolic process","GO:0032787 monocarboxylic acid metabolic process",2
"847","GO:0006793",1.09494020894057e-05,0.00369623858618109,"phosphorus metabolic process","GO:0006793 phosphorus metabolic process",2
"848","GO:0009201",1.28592130991697e-05,0.0042505057298214,"ribonucleoside triphosphate biosynthetic process","GO:0009201 ribonucleoside triphosphate biosynthetic process",2
"849","GO:0009142",1.36544723768195e-05,0.00442126242307384,"nucleoside triphosphate biosynthetic process","GO:0009142 nucleoside triphosphate biosynthetic process",2
"850","GO:0051960",1.60141093437568e-05,0.00508159717696092,"regulation of nervous system development","GO:0051960 regulation of nervous system development",2
"851","GO:0044242",1.67801090972172e-05,0.00522025903796958,"cellular lipid catabolic process","GO:0044242 cellular lipid catabolic process",2
"852","GO:0006753",1.83201326638499e-05,0.00555599607394779,"nucleoside phosphate metabolic process","GO:0006753 nucleoside phosphate metabolic process",2
"853","GO:0098655",1.85596742669377e-05,0.00555599607394779,"cation transmembrane transport","GO:0098655 cation transmembrane transport",2
"854","GO:0042776",2.31419905629232e-05,0.00679945967169148,"mitochondrial ATP synthesis coupled proton transport","GO:0042776 mitochondrial ATP synthesis coupled proton transport",2
"855","GO:0019693",2.63545606384956e-05,0.00760257198346129,"ribose phosphate metabolic process","GO:0019693 ribose phosphate metabolic process",2
"856","GO:0009117",2.79471092232889e-05,0.00777910236731057,"nucleotide metabolic process","GO:0009117 nucleotide metabolic process",2
"857","GO:1901575",2.7790965766022e-05,0.00777910236731057,"organic substance catabolic process","GO:1901575 organic substance catabolic process",2
"858","GO:0016042",2.91989548783151e-05,0.00798742444998874,"lipid catabolic process","GO:0016042 lipid catabolic process",2
"859","GO:0005975",4.01921284991563e-05,0.010122036678851,"carbohydrate metabolic process","GO:0005975 carbohydrate metabolic process",2
"860","GO:0009150",3.90812006549506e-05,0.010122036678851,"purine ribonucleotide metabolic process","GO:0009150 purine ribonucleotide metabolic process",2
"861","GO:0009247",3.9602457657213e-05,0.010122036678851,"glycolipid biosynthetic process","GO:0009247 glycolipid biosynthetic process",2
"862","GO:0015985",3.88284306569278e-05,0.010122036678851,"energy coupled proton transport, down electrochemical gradient","GO:0015985 energy coupled proton transport, down electrochemical gradient",2
"863","GO:0015986",3.88284306569278e-05,0.010122036678851,"ATP synthesis coupled proton transport","GO:0015986 ATP synthesis coupled proton transport",2
"864","GO:0009259",4.84345947076987e-05,0.0120072387442554,"ribonucleotide metabolic process","GO:0009259 ribonucleotide metabolic process",2
"865","GO:0006552",5.58185101710185e-05,0.0136248689595905,"leucine catabolic process","GO:0006552 leucine catabolic process",2
"866","GO:0071704",7.97517204155089e-05,0.0191718302441282,"organic substance metabolic process","GO:0071704 organic substance metabolic process",2
"867","GO:0046390",9.01888665117499e-05,0.0207382109576148,"ribose phosphate biosynthetic process","GO:0046390 ribose phosphate biosynthetic process",2
"868","GO:0055086",8.92557950251213e-05,0.0207382109576148,"nucleobase-containing small molecule metabolic process","GO:0055086 nucleobase-containing small molecule metabolic process",2
"869","GO:0097485",8.92557188640127e-05,0.0207382109576148,"neuron projection guidance","GO:0097485 neuron projection guidance",2
"870","GO:0006099",9.704576427253e-05,0.0219961156563994,"tricarboxylic acid cycle","GO:0006099 tricarboxylic acid cycle",2
"871","GO:0050808",0.000104098979920866,0.023262456555274,"synapse organization","GO:0050808 synapse organization",2
"872","GO:0050767",0.000122336683121792,0.026958247422366,"regulation of neurogenesis","GO:0050767 regulation of neurogenesis",2
"873","GO:0006163",0.000137301781843629,0.0298415078182331,"purine nucleotide metabolic process","GO:0006163 purine nucleotide metabolic process",2
"874","GO:0006006",0.000148417797382914,0.0311082016248188,"glucose metabolic process","GO:0006006 glucose metabolic process",2
"875","GO:0007411",0.000150972615978258,0.0311082016248188,"axon guidance","GO:0007411 axon guidance",2
"876","GO:0097106",0.000149644753914786,0.0311082016248188,"postsynaptic density organization","GO:0097106 postsynaptic density organization",2
"877","GO:0097107",0.000146485604604874,0.0311082016248188,"postsynaptic density assembly","GO:0097107 postsynaptic density assembly",2
"878","GO:0006644",0.000161734356921695,0.0324874960339168,"phospholipid metabolic process","GO:0006644 phospholipid metabolic process",2
"879","GO:0009205",0.00016176176646158,0.0324874960339168,"purine ribonucleoside triphosphate metabolic process","GO:0009205 purine ribonucleoside triphosphate metabolic process",2
"880","GO:0050794",0.00017064661104073,0.0338434891346527,"regulation of cellular process","GO:0050794 regulation of cellular process",2
"881","GO:0050789",0.000184818704495912,0.0362016489571869,"regulation of biological process","GO:0050789 regulation of biological process",2
"882","GO:0006631",0.000194723505261764,0.0376766235912579,"fatty acid metabolic process","GO:0006631 fatty acid metabolic process",2
"883","GO:0006013",0.000216456885300662,0.0379355986502425,"mannose metabolic process","GO:0006013 mannose metabolic process",2
"884","GO:0006664",0.000198830731446854,0.0379355986502425,"glycolipid metabolic process","GO:0006664 glycolipid metabolic process",2
"885","GO:0033539",0.000216456885300662,0.0379355986502425,"fatty acid beta-oxidation using acyl-CoA dehydrogenase","GO:0033539 fatty acid beta-oxidation using acyl-CoA dehydrogenase",2
"886","GO:0050807",0.000217580957845208,0.0379355986502425,"regulation of synapse organization","GO:0050807 regulation of synapse organization",2
"887","GO:0072521",0.000209253158790196,0.0379355986502425,"purine-containing compound metabolic process","GO:0072521 purine-containing compound metabolic process",2
"888","GO:0099068",0.000213767616431674,0.0379355986502425,"postsynapse assembly","GO:0099068 postsynapse assembly",2
"889","GO:1904861",0.000204474194348627,0.0379355986502425,"excitatory synapse assembly","GO:1904861 excitatory synapse assembly",2
"890","GO:1905114",0.000211706466236607,0.0379355986502425,"cell surface receptor signaling pathway involved in cell-cell signaling","GO:1905114 cell surface receptor signaling pathway involved in cell-cell signaling",2
"891","GO:1905709",0.000216456885300662,0.0379355986502425,"negative regulation of membrane permeability","GO:1905709 negative regulation of membrane permeability",2
"892","GO:0009152",0.00022171761513369,0.0382366487142514,"purine ribonucleotide biosynthetic process","GO:0009152 purine ribonucleotide biosynthetic process",2
"893","GO:0051962",0.000228860103614818,0.0390440258489538,"positive regulation of nervous system development","GO:0051962 positive regulation of nervous system development",2
"894","GO:1903509",0.000243231682776883,0.0410544029674258,"liposaccharide metabolic process","GO:1903509 liposaccharide metabolic process",2
"895","GO:0050770",0.000247791554549826,0.0413837979419741,"regulation of axonogenesis","GO:0050770 regulation of axonogenesis",2
"896","GO:0098662",0.000255305652421404,0.0421945779303959,"inorganic cation transmembrane transport","GO:0098662 inorganic cation transmembrane transport",2
"897","GO:0009260",0.000273762635419888,0.0443216119752239,"ribonucleotide biosynthetic process","GO:0009260 ribonucleotide biosynthetic process",2
"898","GO:0065007",0.000272332900500632,0.0443216119752239,"biological regulation","GO:0065007 biological regulation",2
"899","GO:0007166",0.000280238767735958,0.044462682888987,"cell surface receptor signaling pathway","GO:0007166 cell surface receptor signaling pathway",2
"900","GO:0050803",0.000279110733105106,0.044462682888987,"regulation of synapse structure or activity","GO:0050803 regulation of synapse structure or activity",2
"901","GO:0006777",0.000295587019351746,0.0450940735484116,"Mo-molybdopterin cofactor biosynthetic process","GO:0006777 Mo-molybdopterin cofactor biosynthetic process",2
"902","GO:0019720",0.000295587019351746,0.0450940735484116,"Mo-molybdopterin cofactor metabolic process","GO:0019720 Mo-molybdopterin cofactor metabolic process",2
"903","GO:0043545",0.000295587019351746,0.0450940735484116,"molybdopterin cofactor metabolic process","GO:0043545 molybdopterin cofactor metabolic process",2
"904","GO:0051189",0.000295587019351746,0.0450940735484116,"prosthetic group metabolic process","GO:0051189 prosthetic group metabolic process",2
"905","GO:0022008",0.000306321663792659,0.0458499954503239,"neurogenesis","GO:0022008 neurogenesis",2
"906","GO:1901293",0.000305711945490549,0.0458499954503239,"nucleoside phosphate biosynthetic process","GO:1901293 nucleoside phosphate biosynthetic process",2
"907","GO:0044238",0.000315711028473909,0.0468137493249255,"primary metabolic process","GO:0044238 primary metabolic process",2
"908","GO:0065009",0.000330867338942344,0.0486068629598077,"regulation of molecular function","GO:0065009 regulation of molecular function",2
"909","GO:0044782",7.54239061260469e-36,1.19667569459586e-31,"cilium organization","GO:0044782 cilium organization",3
"910","GO:0060271",4.76759187277575e-33,3.782130632673e-29,"cilium assembly","GO:0060271 cilium assembly",3
"911","GO:0120036",8.92922172194364e-27,4.72236772801193e-23,"plasma membrane bounded cell projection organization","GO:0120036 plasma membrane bounded cell projection organization",3
"912","GO:0120031",1.37818791855777e-26,5.46658237895938e-23,"plasma membrane bounded cell projection assembly","GO:0120031 plasma membrane bounded cell projection assembly",3
"913","GO:0030030",2.44703091060255e-26,7.76491848552402e-23,"cell projection organization","GO:0030030 cell projection organization",3
"914","GO:0030031",1.57075120167409e-25,4.1535897609602e-22,"cell projection assembly","GO:0030031 cell projection assembly",3
"915","GO:0007010",3.29043317895286e-22,7.458001831038e-19,"cytoskeleton organization","GO:0007010 cytoskeleton organization",3
"916","GO:0007017",6.62009286434978e-22,1.31292991732217e-18,"microtubule-based process","GO:0007017 microtubule-based process",3
"917","GO:0070925",1.17641683996478e-16,2.0738921758757e-13,"organelle assembly","GO:0070925 organelle assembly",3
"918","GO:0000226",7.9071885746049e-16,1.14050412658801e-12,"microtubule cytoskeleton organization","GO:0000226 microtubule cytoskeleton organization",3
"919","GO:0006996",7.38924473208095e-16,1.14050412658801e-12,"organelle organization","GO:0006996 organelle organization",3
"920","GO:0007018",9.19750512602747e-16,1.21606346941293e-12,"microtubule-based movement","GO:0007018 microtubule-based movement",3
"921","GO:0099111",1.00501154417649e-12,1.22657793537725e-09,"microtubule-based transport","GO:0099111 microtubule-based transport",3
"922","GO:0042073",1.12835019863416e-12,1.27874316082354e-09,"intraciliary transport","GO:0042073 intraciliary transport",3
"923","GO:0001578",6.8898037286593e-11,7.28757506392722e-08,"microtubule bundle formation","GO:0001578 microtubule bundle formation",3
"924","GO:0016043",1.60338636705031e-10,1.58995800622626e-07,"cellular component organization","GO:0016043 cellular component organization",3
"925","GO:0035082",1.73264374814329e-10,1.61706621812008e-07,"axoneme assembly","GO:0035082 axoneme assembly",3
"926","GO:0007399",3.22247731692455e-10,2.84043472835139e-07,"nervous system development","GO:0007399 nervous system development",3
"927","GO:0048812",7.72436133275397e-10,6.45024825818286e-07,"neuron projection morphogenesis","GO:0048812 neuron projection morphogenesis",3
"928","GO:0007224",1.0804055735303e-09,8.57085741481583e-07,"smoothened signaling pathway","GO:0007224 smoothened signaling pathway",3
"929","GO:0000902",1.22815208928042e-09,8.85720956751054e-07,"cell morphogenesis","GO:0000902 cell morphogenesis",3
"930","GO:0007368",1.22136122373816e-09,8.85720956751054e-07,"determination of left/right symmetry","GO:0007368 determination of left/right symmetry",3
"931","GO:0032989",3.32732003739513e-09,2.29527216144831e-06,"cellular component morphogenesis","GO:0032989 cellular component morphogenesis",3
"932","GO:0120039",3.81296985687568e-09,2.5206908228829e-06,"plasma membrane bounded cell projection morphogenesis","GO:0120039 plasma membrane bounded cell projection morphogenesis",3
"933","GO:0009855",4.58970330633915e-09,2.91280930633508e-06,"determination of bilateral symmetry","GO:0009855 determination of bilateral symmetry",3
"934","GO:0009799",6.00179255084931e-09,3.52683113376945e-06,"specification of symmetry","GO:0009799 specification of symmetry",3
"935","GO:0032990",5.83914924601175e-09,3.52683113376945e-06,"cell part morphogenesis","GO:0032990 cell part morphogenesis",3
"936","GO:0010970",6.75581266742876e-09,3.57292412604749e-06,"transport along microtubule","GO:0010970 transport along microtubule",3
"937","GO:0032886",6.54454638725019e-09,3.57292412604749e-06,"regulation of microtubule-based process","GO:0032886 regulation of microtubule-based process",3
"938","GO:0048858",6.35985589839777e-09,3.57292412604749e-06,"cell projection morphogenesis","GO:0048858 cell projection morphogenesis",3
"939","GO:0030036",1.1286136813442e-08,5.77631763490549e-06,"actin cytoskeleton organization","GO:0030036 actin cytoskeleton organization",3
"940","GO:0003341",1.47513281425704e-08,7.31389288468819e-06,"cilium movement","GO:0003341 cilium movement",3
"941","GO:0030029",1.86057574385692e-08,8.94542265213146e-06,"actin filament-based process","GO:0030029 actin filament-based process",3
"942","GO:0061512",2.58414006465425e-08,1.17142760759441e-05,"protein localization to cilium","GO:0061512 protein localization to cilium",3
"943","GO:0070286",2.53688930062681e-08,1.17142760759441e-05,"axonemal dynein complex assembly","GO:0070286 axonemal dynein complex assembly",3
"944","GO:0022607",5.75265908313069e-08,2.53532469480421e-05,"cellular component assembly","GO:0022607 cellular component assembly",3
"945","GO:0007417",6.18484331013195e-08,2.58233484101457e-05,"central nervous system development","GO:0007417 central nervous system development",3
"946","GO:0044458",6.1207477014736e-08,2.58233484101457e-05,"motile cilium assembly","GO:0044458 motile cilium assembly",3
"947","GO:0048699",6.8202906107228e-08,2.77463412383918e-05,"generation of neurons","GO:0048699 generation of neurons",3
"948","GO:0071840",7.95613520360628e-08,3.15580102851043e-05,"cellular component organization or biogenesis","GO:0071840 cellular component organization or biogenesis",3
"949","GO:0022008",9.39214664687026e-08,3.63453167559131e-05,"neurogenesis","GO:0022008 neurogenesis",3
"950","GO:0051493",1.12220729257825e-07,4.2392716438206e-05,"regulation of cytoskeleton organization","GO:0051493 regulation of cytoskeleton organization",3
"951","GO:0048666",1.72244582857965e-07,6.35542453866157e-05,"neuron development","GO:0048666 neuron development",3
"952","GO:0031175",1.80980577373719e-07,6.52599509229871e-05,"neuron projection development","GO:0031175 neuron projection development",3
"953","GO:0031023",1.90268882354742e-07,6.70845797208965e-05,"microtubule organizing center organization","GO:0031023 microtubule organizing center organization",3
"954","GO:0048593",2.05870378749061e-07,7.10073788963611e-05,"camera-type eye morphogenesis","GO:0048593 camera-type eye morphogenesis",3
"955","GO:0030182",2.1289631973109e-07,7.16787596619631e-05,"neuron differentiation","GO:0030182 neuron differentiation",3
"956","GO:0048667",2.16852417986526e-07,7.16787596619631e-05,"cell morphogenesis involved in neuron differentiation","GO:0048667 cell morphogenesis involved in neuron differentiation",3
"957","GO:1905515",2.28769815721698e-07,7.4074732576336e-05,"non-motile cilium assembly","GO:1905515 non-motile cilium assembly",3
"958","GO:0030705",5.16842808266255e-07,0.000164004559919048,"cytoskeleton-dependent intracellular transport","GO:0030705 cytoskeleton-dependent intracellular transport",3
"959","GO:0048592",8.51020863877593e-07,0.000264750922083959,"eye morphogenesis","GO:0048592 eye morphogenesis",3
"960","GO:0007409",1.40863451900054e-06,0.000429796063047356,"axonogenesis","GO:0007409 axonogenesis",3
"961","GO:0000904",1.66611102921319e-06,0.000498764482820688,"cell morphogenesis involved in differentiation","GO:0000904 cell morphogenesis involved in differentiation",3
"962","GO:0031032",2.34744949193459e-06,0.000689715437759894,"actomyosin structure organization","GO:0031032 actomyosin structure organization",3
"963","GO:0007049",2.75785215698152e-06,0.000795565133139434,"cell cycle","GO:0007049 cell cycle",3
"964","GO:0110020",3.41637123550717e-06,0.000967931178974228,"regulation of actomyosin structure organization","GO:0110020 regulation of actomyosin structure organization",3
"965","GO:0036158",4.92878770303767e-06,0.00137193238063852,"outer dynein arm assembly","GO:0036158 outer dynein arm assembly",3
"966","GO:0003351",5.1723616204166e-06,0.00141154565590565,"epithelial cilium movement involved in extracellular fluid movement","GO:0003351 epithelial cilium movement involved in extracellular fluid movement",3
"967","GO:0048468",5.24903527659357e-06,0.00141154565590565,"cell development","GO:0048468 cell development",3
"968","GO:0007420",7.91434664446441e-06,0.00209281706435121,"brain development","GO:0007420 brain development",3
"969","GO:0032956",8.05080395233353e-06,0.00209400090996269,"regulation of actin cytoskeleton organization","GO:0032956 regulation of actin cytoskeleton organization",3
"970","GO:0006928",9.92025206751258e-06,0.00248663262066245,"movement of cell or subcellular component","GO:0006928 movement of cell or subcellular component",3
"971","GO:0030038",1.01872633520143e-05,0.00248663262066245,"contractile actin filament bundle assembly","GO:0030038 contractile actin filament bundle assembly",3
"972","GO:0032970",9.92585250709861e-06,0.00248663262066245,"regulation of actin filament-based process","GO:0032970 regulation of actin filament-based process",3
"973","GO:0043149",1.01872633520143e-05,0.00248663262066245,"stress fiber assembly","GO:0043149 stress fiber assembly",3
"974","GO:0001654",1.09923920445962e-05,0.00264250442696309,"eye development","GO:0001654 eye development",3
"975","GO:0051494",1.37669394116092e-05,0.00321215089271459,"negative regulation of cytoskeleton organization","GO:0051494 negative regulation of cytoskeleton organization",3
"976","GO:0061572",1.37669394116092e-05,0.00321215089271459,"actin filament bundle organization","GO:0061572 actin filament bundle organization",3
"977","GO:0061564",1.48990235260021e-05,0.00339048927314509,"axon development","GO:0061564 axon development",3
"978","GO:0150063",1.49586694264563e-05,0.00339048927314509,"visual system development","GO:0150063 visual system development",3
"979","GO:0006858",1.64776023183364e-05,0.00368216392088346,"extracellular transport","GO:0006858 extracellular transport",3
"980","GO:0033043",1.74508605950842e-05,0.00384549103057786,"regulation of organelle organization","GO:0033043 regulation of organelle organization",3
"981","GO:0051492",1.89573327661426e-05,0.00412023344750162,"regulation of stress fiber assembly","GO:0051492 regulation of stress fiber assembly",3
"982","GO:0044087",1.98922913327903e-05,0.00426501478764934,"regulation of cellular component biogenesis","GO:0044087 regulation of cellular component biogenesis",3
"983","GO:0021591",2.07286409885697e-05,0.00438507490566196,"ventricular system development","GO:0021591 ventricular system development",3
"984","GO:0048880",2.23335271197852e-05,0.0046624176484541,"sensory system development","GO:0048880 sensory system development",3
"985","GO:0009653",2.35202591758782e-05,0.00484639522187641,"anatomical structure morphogenesis","GO:0009653 anatomical structure morphogenesis",3
"986","GO:1902017",2.53826890187982e-05,0.00516309928169555,"regulation of cilium assembly","GO:1902017 regulation of cilium assembly",3
"987","GO:0043010",3.28133616538454e-05,0.00659008602531533,"camera-type eye development","GO:0043010 camera-type eye development",3
"988","GO:0007015",3.81297851412271e-05,0.00756208963813386,"actin filament organization","GO:0007015 actin filament organization",3
"989","GO:0001539",4.02223727066726e-05,0.00768877307667551,"cilium or flagellum-dependent cell motility","GO:0001539 cilium or flagellum-dependent cell motility",3
"990","GO:0060285",4.02223727066726e-05,0.00768877307667551,"cilium-dependent cell motility","GO:0060285 cilium-dependent cell motility",3
"991","GO:0090596",4.02136641935418e-05,0.00768877307667551,"sensory organ morphogenesis","GO:0090596 sensory organ morphogenesis",3
"992","GO:0060322",4.17872566814387e-05,0.00789281683937745,"head development","GO:0060322 head development",3
"993","GO:0003356",4.72012827454937e-05,0.00851017672772731,"regulation of cilium beat frequency","GO:0003356 regulation of cilium beat frequency",3
"994","GO:0035721",4.72012827454937e-05,0.00851017672772731,"intraciliary retrograde transport","GO:0035721 intraciliary retrograde transport",3
"995","GO:0035735",4.71771899233086e-05,0.00851017672772731,"intraciliary transport involved in cilium assembly","GO:0035735 intraciliary transport involved in cilium assembly",3
"996","GO:0048731",4.62988584588628e-05,0.00851017672772731,"system development","GO:0048731 system development",3
"997","GO:1902115",4.85946305061713e-05,0.00866294840012262,"regulation of organelle assembly","GO:1902115 regulation of organelle assembly",3
"998","GO:0007389",4.98379197208931e-05,0.00878587149212988,"pattern specification process","GO:0007389 pattern specification process",3
"999","GO:0021511",6.50159497035641e-05,0.0113356379999643,"spinal cord patterning","GO:0021511 spinal cord patterning",3
"1000","GO:0098534",6.8983095634151e-05,0.0118965847318635,"centriole assembly","GO:0098534 centriole assembly",3
"1001","GO:0000278",7.72638935608831e-05,0.0131813864003975,"mitotic cell cycle","GO:0000278 mitotic cell cycle",3
"1002","GO:0007098",8.27167679558294e-05,0.0139615344722041,"centrosome cycle","GO:0007098 centrosome cycle",3
"1003","GO:0007423",8.45169359775552e-05,0.0139681844397905,"sensory organ development","GO:0007423 sensory organ development",3
"1004","GO:0021537",8.3948752571191e-05,0.0139681844397905,"telencephalon development","GO:0021537 telencephalon development",3
"1005","GO:0036159",9.4407416032888e-05,0.0152843679875286,"inner dynein arm assembly","GO:0036159 inner dynein arm assembly",3
"1006","GO:0051017",9.44044794246773e-05,0.0152843679875286,"actin filament bundle assembly","GO:0051017 actin filament bundle assembly",3
"1007","GO:1902904",0.000104772559048843,0.0167911254734237,"negative regulation of supramolecular fiber organization","GO:1902904 negative regulation of supramolecular fiber organization",3
"1008","GO:0008589",0.000108752173610124,0.0170590469524006,"regulation of smoothened signaling pathway","GO:0008589 regulation of smoothened signaling pathway",3
"1009","GO:0044085",0.000109669909816265,0.0170590469524006,"cellular component biogenesis","GO:0044085 cellular component biogenesis",3
"1010","GO:0060972",0.000108813327841532,0.0170590469524006,"left/right pattern formation","GO:0060972 left/right pattern formation",3
"1011","GO:0016358",0.000116705439104135,0.0178043124694828,"dendrite development","GO:0016358 dendrite development",3
"1012","GO:0060632",0.000115810309414629,0.0178043124694828,"regulation of microtubule-based movement","GO:0060632 regulation of microtubule-based movement",3
"1013","GO:0021915",0.000120321749302359,0.0181811892802974,"neural tube development","GO:0021915 neural tube development",3
"1014","GO:0001738",0.000128138857037051,0.0191797274127344,"morphogenesis of a polarized epithelium","GO:0001738 morphogenesis of a polarized epithelium",3
"1015","GO:0021513",0.000141083255506045,0.0207261752949899,"spinal cord dorsal/ventral patterning","GO:0021513 spinal cord dorsal/ventral patterning",3
"1016","GO:0032231",0.000140750150730209,0.0207261752949899,"regulation of actin filament bundle assembly","GO:0032231 regulation of actin filament bundle assembly",3
"1017","GO:0003352",0.000142651565191072,0.0207643094800142,"regulation of cilium movement","GO:0003352 regulation of cilium movement",3
"1018","GO:0042552",0.000163073197601062,0.0235210850285313,"myelination","GO:0042552 myelination",3
"1019","GO:0031503",0.000185525925520263,0.0265161069612104,"protein-containing complex localization","GO:0031503 protein-containing complex localization",3
"1020","GO:0034330",0.000187180384448227,0.0265161069612104,"cell junction organization","GO:0034330 cell junction organization",3
"1021","GO:2001256",0.000204339369019649,0.0286906940607589,"regulation of store-operated calcium entry","GO:2001256 regulation of store-operated calcium entry",3
"1022","GO:0007272",0.000217254168960169,0.0299735186497569,"ensheathment of neurons","GO:0007272 ensheathment of neurons",3
"1023","GO:0008366",0.000217254168960169,0.0299735186497569,"axon ensheathment","GO:0008366 axon ensheathment",3
"1024","GO:0097435",0.000227846106082901,0.0311638475785458,"supramolecular fiber organization","GO:0097435 supramolecular fiber organization",3
"1025","GO:0001843",0.00023819786262248,0.0323012588749425,"neural tube closure","GO:0001843 neural tube closure",3
"1026","GO:0051726",0.000257113596850373,0.0345708841324409,"regulation of cell cycle","GO:0051726 regulation of cell cycle",3
"1027","GO:0032502",0.000263424784168066,0.0351218287866431,"developmental process","GO:0032502 developmental process",3
"1028","GO:0014020",0.000278133046964925,0.0364699084557479,"primary neural tube formation","GO:0014020 primary neural tube formation",3
"1029","GO:0051128",0.000276934805349459,0.0364699084557479,"regulation of cellular component organization","GO:0051128 regulation of cellular component organization",3
"1030","GO:0060606",0.000282257533588671,0.0367073608845725,"tube closure","GO:0060606 tube closure",3
"1031","GO:0021631",0.000289340263581302,0.0373225416421214,"optic nerve morphogenesis","GO:0021631 optic nerve morphogenesis",3
"1032","GO:0010001",0.000293030198124036,0.0374936864793222,"glial cell differentiation","GO:0010001 glial cell differentiation",3
"1033","GO:0035148",0.00032277085136315,0.0409686586218219,"tube formation","GO:0035148 tube formation",3
"1034","GO:1902903",0.000358413797600654,0.0451316929581903,"regulation of supramolecular fiber organization","GO:1902903 regulation of supramolecular fiber organization",3
"1035","GO:0060831",0.000383925753332969,0.0479635118297708,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning","GO:0060831 smoothened signaling pathway involved in dorsal/ventral neural tube patterning",3
"1036","GO:0007099",0.000393739287055515,0.0488052150658031,"centriole replication","GO:0007099 centriole replication",3
